,amoA.001,amoA.002,amoA.003,amoA.004,amoA.005,amoA.006,amoA.007,amoA.008,amoA.009,amoA.010,amoA.011,amoA.012,amoA.013,amoA.014,amoA.015,amoA.016,amoA.017,amoA.018,amoA.019,amoA.020,amoA.021,amoA.022,amoA.023,amoA.024,amoA.025,amoA.026,amoA.027,amoA.028,amoA.029,amoA.030,amoA.031,amoA.032,amoA.033,amoA.034,amoA.035,amoA.036,amoA.037,amoA.038,amoA.039,amoA.040,amoA.041,amoA.042,amoA.043,amoA.044,amoA.045,amoA.046,amoA.047,amoA.048,amoA.049,amoA.050,amoA.051,amoA.052,amoA.053,amoA.054,amoA.055,amoA.056,amoA.057,amoA.058,amoA.059,amoA.060,amoA.061,amoA.062,amoA.063,amoA.064,amoA.065,amoA.066,amoA.067,amoA.068,amoA.069,amoA.070,amoA.071,amoA.072,amoA.073,amoA.074,amoA.075,amoA.076,amoA.077,amoA.078,fert_level,crop,timepoint,doe,addition,field_rep
1f,27.03672614,9.513216654,7.873616253,27.03672614,8.146770554,27.03672614,27.03672614,7.948006702,7.407410263,9.479045328,7.036415624,5.349436699,9.51758098,9.393946661,7.295224939,7.323120074,9.553206164,9.87143816,27.03672614,27.03672614,27.03672614,7.848658143,8.997598409,7.364252464,6.8901959,27.03672614,8.844740665,27.03672614,8.955836439,27.03672614,27.03672614,9.702666452,27.03672614,27.03672614,9.978096575,9.170893649,9.611356756,27.03672614,5.75640184,27.03672614,27.03672614,27.03672614,9.098295221,9.751303095,27.03672614,27.03672614,9.652229699,27.03672614,27.03672614,27.03672614,8.402658634,8.18650119,27.03672614,27.03672614,8.476941026,27.03672614,7.07975078,8.057951932,8.926227314,27.03672614,9.257869571,27.03672614,9.377644624,27.03672614,27.03672614,8.532788728,9.194692723,27.03672614,27.03672614,27.03672614,27.03672614,27.03672614,27.03672614,27.03672614,27.03672614,27.03672614,27.03672614,27.03672614,0,corn,f,87,control,1
45b,25.55450943,25.55450943,25.55450943,25.55450943,8.217628952,25.55450943,7.972812558,7.93782387,5.978639708,25.55450943,8.536804165,3.676152822,25.55450943,25.55450943,7.51736681,5.920051536,25.55450943,25.55450943,25.55450943,25.55450943,25.55450943,6.077568219,25.55450943,8.30946186,7.660724619,7.568089472,25.55450943,25.55450943,25.55450943,25.55450943,25.55450943,7.253984835,6.951591339,7.428120874,25.55450943,7.806479027,6.026334136,25.55450943,4.149128286,25.55450943,25.55450943,8.071696178,7.385293026,25.55450943,5.990718942,5.967442124,7.35254896,25.55450943,25.55450943,25.55450943,6.49698064,6.494326362,25.55450943,25.55450943,25.55450943,6.406991966,7.518148889,8.290745015,25.55450943,7.62706446,25.55450943,25.55450943,8.34649107,25.55450943,25.55450943,6.445433066,25.55450943,25.55450943,25.55450943,6.237956602,25.55450943,25.55450943,25.55450943,25.55450943,25.55450943,25.55450943,25.55450943,25.55450943,336,mxg,b,5,nitrogen,2
9b,9.891823361,27.20126945,9.695332534,27.20126945,9.095831657,27.20126945,27.20126945,27.20126945,8.505505597,9.531095065,7.413451846,5.811654228,27.20126945,9.600740482,9.776172723,9.123790817,27.20126945,27.20126945,27.20126945,9.64198315,27.20126945,7.669241942,27.20126945,27.20126945,27.20126945,9.565367948,27.20126945,27.20126945,8.442176317,27.20126945,27.20126945,27.20126945,9.876285492,9.108649813,9.865204501,27.20126945,9.480947494,27.20126945,5.435813008,27.20126945,27.20126945,27.20126945,9.75568986,27.20126945,27.20126945,27.20126945,10.17980095,27.20126945,8.817290709,10.05086843,27.20126945,8.794628364,27.20126945,9.572068933,8.795059997,8.207753581,8.23257855,27.20126945,27.20126945,27.20126945,27.20126945,27.20126945,27.20126945,27.20126945,27.20126945,9.96920288,27.20126945,9.20109469,27.20126945,10.11007206,27.20126945,9.880461039,27.20126945,27.20126945,27.20126945,27.20126945,27.20126945,27.20126945,0,corn,b,5,nitrogen,2
43b,6.520365447,25.46971375,6.786722147,25.46971375,6.457251858,25.46971375,8.26625738,25.46971375,6.286385724,25.46971375,6.098812394,3.573336499,6.843996205,25.46971375,25.46971375,5.359961584,7.56990231,25.46971375,25.46971375,6.196866844,25.46971375,5.89508537,25.46971375,25.46971375,6.344710081,6.374740008,7.314288584,25.46971375,25.46971375,25.46971375,25.46971375,8.338686869,6.75643658,6.446678159,25.46971375,7.747630281,5.76001543,25.46971375,4.20288927,25.46971375,8.019639107,6.157735629,6.226041188,25.46971375,5.430590579,5.387972831,7.258580349,25.46971375,6.688945147,25.46971375,6.790097842,5.966698394,25.46971375,6.507373593,7.590526642,6.223127222,6.513786901,25.46971375,8.228364939,6.304934757,8.265155991,25.46971375,25.46971375,25.46971375,25.46971375,5.987995489,8.368201756,25.46971375,25.46971375,6.756571248,25.46971375,25.46971375,25.46971375,7.993333563,25.46971375,25.46971375,25.46971375,25.46971375,336,mxg,b,5,control,2
18f,9.014882404,26.35144246,8.27329517,26.35144246,6.888683845,26.35144246,9.218875445,26.35144246,7.371110057,26.35144246,6.925992358,4.273370454,7.478570837,26.35144246,26.35144246,6.248242551,8.173997255,26.35144246,8.401185513,8.259894868,26.35144246,6.345246107,8.514855501,8.82341215,5.753465167,7.205709259,7.41895009,26.35144246,7.724582511,26.35144246,26.35144246,7.798146921,7.596094275,26.35144246,8.218527025,7.853009463,8.918104417,26.35144246,5.314676428,9.311441198,8.152029534,8.550554333,8.58680841,8.517973488,5.749037567,7.012556407,6.101825545,26.35144246,6.991210295,8.651871933,6.5115236,7.003525708,8.706481605,8.478860928,9.026332328,6.868603759,6.292661525,7.941258975,26.35144246,7.995907156,26.35144246,26.35144246,26.35144246,26.35144246,26.35144246,7.222300858,26.35144246,26.35144246,9.211702471,9.08603122,26.35144246,7.4153285,26.35144246,9.295594443,26.35144246,26.35144246,26.35144246,26.35144246,336,corn,f,87,nitrogen,2
57f,7.086887525,8.238814615,6.66318972,26.83620628,4.761451903,9.023163816,9.407339776,5.072514257,5.38983683,6.57836682,5.110988787,4.689774734,5.506401006,6.764361514,5.150983786,4.598855554,6.040945678,8.004220941,26.83620628,7.202926056,26.83620628,5.095022641,6.473877721,6.264146798,4.422438497,6.677382983,6.746591424,26.83620628,7.422833199,26.83620628,8.015547261,5.989755652,9.634224212,7.586061583,6.693944146,6.465062817,8.081304957,26.83620628,4.532059668,26.83620628,26.83620628,9.032623804,5.73402305,7.660212734,26.83620628,9.794645945,8.517072594,26.83620628,8.07207255,26.83620628,5.205505688,5.288661542,7.892092583,7.282245355,6.573200295,7.058350101,5.150641584,6.2995242,5.985714902,7.464156497,8.206077288,7.349283419,8.692907023,26.83620628,6.930501819,5.483161562,7.741096873,6.994585696,26.83620628,26.83620628,8.667529824,26.83620628,26.83620628,6.642129272,26.83620628,26.83620628,26.83620628,26.83620628,336,mxg,f,87,nitrogen,3
49f,26.71360906,9.387375763,26.71360906,26.71360906,8.280530569,26.71360906,26.71360906,9.674962146,26.71360906,9.451069414,9.435013083,5.531776919,26.71360906,26.71360906,26.71360906,8.46572295,26.71360906,9.250705621,26.71360906,8.812590238,26.71360906,26.71360906,8.021379471,26.71360906,8.698315486,26.71360906,8.298004535,26.71360906,7.875798591,26.71360906,26.71360906,26.71360906,26.71360906,8.578545976,8.220142071,26.71360906,26.71360906,9.397082819,5.797513558,26.71360906,26.71360906,26.71360906,9.352684653,26.71360906,26.71360906,26.71360906,8.832146689,26.71360906,26.71360906,26.71360906,26.71360906,8.834497351,26.71360906,26.71360906,8.695124456,8.202648126,8.859722031,8.000744794,26.71360906,26.71360906,26.71360906,26.71360906,26.71360906,26.71360906,26.71360906,7.932677794,26.71360906,26.71360906,26.71360906,26.71360906,26.71360906,26.71360906,26.71360906,26.71360906,26.71360906,26.71360906,26.71360906,26.71360906,0,mxg,f,87,control,1
13b,6.605557908,25.68550567,7.627118003,25.68550567,7.852996561,25.68550567,25.68550567,25.68550567,5.709553855,25.68550567,6.495077724,4.28436879,7.232649692,25.68550567,25.68550567,5.671457291,7.414027145,25.68550567,25.68550567,6.761485443,25.68550567,5.902099342,25.68550567,25.68550567,5.815901531,7.666432117,6.732983731,25.68550567,25.68550567,25.68550567,25.68550567,7.62770732,6.888434419,6.951640691,25.68550567,8.562347012,6.018309325,25.68550567,4.350092931,25.68550567,7.563834221,5.954135855,6.093122862,7.915307517,5.216483032,5.749959914,5.621693241,25.68550567,6.164996021,25.68550567,5.489431149,5.694390231,25.68550567,7.474427042,25.68550567,5.466335877,6.821190277,25.68550567,25.68550567,6.740117257,25.68550567,25.68550567,25.68550567,25.68550567,25.68550567,6.994883952,25.68550567,25.68550567,25.68550567,6.472645466,25.68550567,25.68550567,25.68550567,8.0871267,25.68550567,25.68550567,25.68550567,25.68550567,336,corn,b,5,control,1
25f,7.596444913,26.77672115,6.702667626,26.77672115,5.370610341,26.77672115,26.77672115,7.651802063,5.51563841,6.521428083,6.037429376,4.542606874,6.688280787,7.493170471,5.362207789,6.370886951,7.260002341,7.143136996,8.982544682,6.989862901,26.77672115,5.416751499,7.284958971,6.320075395,5.133182323,6.466411978,6.151696933,26.77672115,8.620437494,26.77672115,7.942551924,6.547496301,26.77672115,8.805788019,8.412676109,7.540614954,8.14533989,26.77672115,4.657739429,9.172123514,26.77672115,26.77672115,7.047137867,9.203256335,26.77672115,26.77672115,9.198522583,26.77672115,26.77672115,26.77672115,6.227550652,5.626709973,26.77672115,8.848629234,7.418345866,7.356691512,5.478581866,6.501383939,7.004485236,7.989793554,9.202386912,26.77672115,8.816843408,9.668591019,9.461922377,5.596725181,8.227438481,6.276142912,26.77672115,26.77672115,26.77672115,9.073064762,26.77672115,6.891197207,26.77672115,26.77672115,26.77672115,26.77672115,336,corn,f,87,control,4
22f,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,18.56147783,336,corn,f,87,control,3
49b,21.58826559,21.58826559,21.58826559,21.58826559,4.28616259,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,21.58826559,0,mxg,b,5,control,1
65f,7.941683726,26.03530323,7.56294222,26.03530323,5.416209574,26.03530323,8.054804422,26.03530323,6.547886668,7.307570436,5.372733722,3.92727453,8.339644897,7.726208618,6.902047341,5.765380138,6.82815975,7.734420786,7.934160503,6.282860608,26.03530323,6.751555621,6.878973678,7.502295228,5.0489595,7.112741683,6.072223424,26.03530323,6.61667831,26.03530323,26.03530323,8.345622357,6.12515361,6.308310465,8.035203378,6.756501279,5.769738926,26.03530323,4.268856882,8.448534311,26.03530323,7.029208577,6.490841053,8.748422662,5.638614929,5.366887818,6.263315829,26.03530323,6.287681225,26.03530323,5.990481796,5.886066092,8.124911176,7.403056847,7.405128987,5.799984664,5.185685176,8.233069952,8.299109167,5.971593035,8.297902055,8.191844273,26.03530323,26.03530323,7.002695623,5.395618187,26.03530323,8.492147102,26.03530323,6.826837319,26.03530323,8.64243935,26.03530323,8.364345326,26.03530323,26.03530323,26.03530323,26.03530323,336,mxg,f,87,carbon,4
51f,9.920916308,27.01133204,27.01133204,27.01133204,7.7395349,27.01133204,27.01133204,27.01133204,8.556479042,27.01133204,7.190563941,5.722316228,27.01133204,8.544852573,8.176730865,7.89310288,9.171586627,27.01133204,27.01133204,9.900113553,27.01133204,8.00526007,27.01133204,27.01133204,27.01133204,8.966581485,7.877707498,27.01133204,8.991795489,27.01133204,27.01133204,27.01133204,27.01133204,27.01133204,8.742552249,9.535242409,27.01133204,27.01133204,7.00445353,27.01133204,27.01133204,27.01133204,27.01133204,27.01133204,27.01133204,27.01133204,27.01133204,27.01133204,8.10061018,27.01133204,27.01133204,8.828839135,27.01133204,27.01133204,27.01133204,8.908074697,7.944923911,27.01133204,8.780176332,27.01133204,27.01133204,8.862209966,27.01133204,27.01133204,27.01133204,9.151218037,27.01133204,27.01133204,27.01133204,27.01133204,27.01133204,27.01133204,27.01133204,27.01133204,27.01133204,27.01133204,27.01133204,27.01133204,0,mxg,f,87,nitrogen,1
28b,27.43664767,27.43664767,8.397991985,27.43664767,7.722387613,9.346078517,27.43664767,27.43664767,8.618520615,27.43664767,8.569796096,6.096844208,27.43664767,9.037990862,9.966035701,10.1651614,27.43664767,27.43664767,27.43664767,9.394209516,27.43664767,8.627396151,27.43664767,27.43664767,9.822157241,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,9.614648383,9.823758617,27.43664767,27.43664767,10.35813761,6.748124725,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,8.831551295,10.36095987,27.43664767,27.43664767,27.43664767,27.43664767,9.630784707,10.38194048,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,8.538175576,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,27.43664767,0,corn,b,5,control,3
26b,8.248148245,8.758644236,7.387902912,27.41771972,6.072504878,9.726356292,27.41771972,6.086859952,5.528468156,8.116495901,5.921713868,5.420899923,7.248585778,7.840289858,6.832831825,6.052212445,7.541142232,7.681372084,27.41771972,7.365984398,27.41771972,6.232977969,7.049599977,6.343667562,5.347459662,7.061226893,6.97187831,27.41771972,27.41771972,27.41771972,9.861265656,6.78851173,8.420045836,9.596306776,8.983706774,7.696520481,7.71464881,27.41771972,5.41011332,27.41771972,27.41771972,27.41771972,6.740333271,8.154953926,27.41771972,10.31492704,8.406724413,27.41771972,27.41771972,27.41771972,5.908009138,6.100064229,27.41771972,8.49778193,7.771220529,8.884703429,5.784066607,7.212124435,7.075742277,8.401788132,8.521018006,27.41771972,9.338644918,10.34721039,10.3384308,6.865115814,8.033890434,7.63730903,27.41771972,27.41771972,27.41771972,27.41771972,27.41771972,7.601925019,27.41771972,27.41771972,27.41771972,27.41771972,336,corn,b,5,carbon,4
39b,7.715621261,6.535456612,6.624251171,8.652050562,5.835815257,8.941040151,27.56015642,6.161421467,5.569725449,7.065619147,6.443124395,4.815870371,6.271764083,6.216855879,5.064361366,5.513400251,6.723662316,7.733411464,10.38025778,6.742992231,27.56015642,5.497415084,6.64678853,6.560342389,5.290846829,7.395259869,6.467910905,27.56015642,7.884542181,27.56015642,8.728478815,7.157578945,8.821846418,7.670610792,7.888043877,6.743593632,7.354306439,10.4018314,5.398939895,9.314341785,27.56015642,27.56015642,5.789791772,7.757026962,27.56015642,9.553829814,8.745501867,27.56015642,27.56015642,27.56015642,5.335134424,5.599752414,27.56015642,7.683835708,7.025721435,7.192203776,5.576320742,5.937708007,6.724682155,8.523378225,7.912473684,8.718608509,8.686643761,27.56015642,9.558615903,5.803582501,6.516924926,6.164263241,27.56015642,27.56015642,9.22756523,10.09386241,27.56015642,7.139689417,27.56015642,27.56015642,27.56015642,27.56015642,336,mxg,b,5,nitrogen,1
17f,7.685760113,8.600556177,7.978523668,9.125031957,5.664901848,26.18894559,26.18894559,8.730254496,4.979073351,9.02435957,5.688120012,4.518101138,8.021403053,8.403569779,7.125685236,7.108725142,7.289777202,7.650526993,8.979571341,6.395728255,26.18894559,6.781860786,26.18894559,7.079394237,5.682674323,6.273123131,6.170603112,26.18894559,7.851483144,26.18894559,26.18894559,7.539379783,7.290454693,7.857693465,7.273830649,7.559589654,8.223031018,26.18894559,4.687451833,26.18894559,7.506262147,7.40412758,7.03325154,7.467572785,6.458474842,6.175933457,5.914382561,26.18894559,5.66670106,26.18894559,8.223878992,6.072754999,26.18894559,9.14462969,26.18894559,7.213941568,5.88836852,8.375706476,8.538314418,6.96609197,26.18894559,9.029626836,9.042764244,26.18894559,26.18894559,6.107061088,26.18894559,7.952796305,26.18894559,6.492115595,26.18894559,26.18894559,26.18894559,8.694035913,26.18894559,26.18894559,26.18894559,26.18894559,336,corn,f,87,carbon,2
66b,6.244047607,7.641496906,7.21102943,7.8729242,4.910916796,26.1995012,8.836980373,7.374171238,5.668353839,7.024454102,5.362596886,4.667868468,7.057315291,6.588963744,7.128155389,5.371582009,6.644416188,6.720983304,7.194463425,6.609396741,26.1995012,5.6729516,8.083428151,7.843830725,5.285649953,6.59925197,6.591652391,26.1995012,7.805109441,26.1995012,26.1995012,6.848549531,6.829157055,6.558455228,26.1995012,6.245765018,6.280265098,26.1995012,4.304737933,8.150795395,7.128399113,6.084073273,6.886909409,7.519489054,6.461959211,6.286113232,4.948643848,26.1995012,6.142663287,26.1995012,6.094115374,5.105099802,7.732618135,6.845639239,26.1995012,6.313738858,5.152261508,6.032273887,7.335127852,5.749107679,9.070908275,9.108751154,7.706183149,26.1995012,7.952557972,5.669992699,8.316145651,7.727137807,8.875726759,7.07308865,26.1995012,26.1995012,26.1995012,8.674584401,26.1995012,26.1995012,26.1995012,26.1995012,336,mxg,b,5,nitrogen,4
54f,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,8.61933745,25.93468113,25.93468113,5.947029501,25.93468113,25.93468113,25.93468113,8.7440146,8.841433082,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,8.048718517,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,8.93165539,25.93468113,25.93468113,5.900361432,25.93468113,25.93468113,25.93468113,8.866783714,25.93468113,25.93468113,25.93468113,8.288514358,25.93468113,25.93468113,25.93468113,8.642915279,8.18258012,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,8.398185195,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,8.518209956,25.93468113,25.93468113,25.93468113,7.553570886,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,25.93468113,0,mxg,f,87,nitrogen,2
35f,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,22.57592237,0,corn,f,87,carbon,4
62f,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,5.06777702,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,3.743171074,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,5.205217001,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,22.51622455,0,mxg,f,87,carbon,3
15b,7.526222735,25.65992517,25.65992517,25.65992517,5.818334588,25.65992517,25.65992517,25.65992517,5.535069741,25.65992517,6.465582418,4.161830789,7.942427372,8.288078371,8.547171633,5.877421427,25.65992517,25.65992517,25.65992517,6.519187973,25.65992517,7.617310139,25.65992517,25.65992517,5.827305835,6.66965692,6.394380785,25.65992517,25.65992517,25.65992517,25.65992517,8.052366347,7.09956699,7.26239126,25.65992517,7.653091603,6.740032371,25.65992517,4.896050671,25.65992517,8.500199542,7.590056812,6.678846654,25.65992517,5.297625788,7.040150686,7.407011062,25.65992517,7.079240237,25.65992517,6.895396994,5.877426069,25.65992517,8.026959577,25.65992517,5.507950426,6.69854252,25.65992517,25.65992517,6.674025918,25.65992517,25.65992517,25.65992517,25.65992517,25.65992517,6.845996096,25.65992517,25.65992517,8.065523031,6.293823472,25.65992517,7.604319669,25.65992517,7.411699255,25.65992517,25.65992517,25.65992517,25.65992517,336,corn,b,5,nitrogen,1
24b,8.127791913,9.153311063,7.04284231,27.45686848,6.216862276,27.45686848,27.45686848,6.640551733,5.612581799,7.821744492,5.992424528,5.629958197,7.373741939,8.253534596,6.481787512,6.365346636,7.956157677,9.173156761,27.45686848,7.311218323,27.45686848,5.672833571,7.697088573,7.123819011,5.929324571,8.382696796,7.869002572,27.45686848,9.408897341,27.45686848,10.25558047,7.01511197,9.800106875,9.532720542,8.859215111,8.701402285,9.370285614,27.45686848,5.920078748,27.45686848,27.45686848,27.45686848,7.202295522,9.804011713,27.45686848,27.45686848,8.117259713,27.45686848,27.45686848,27.45686848,6.578384008,6.324187886,27.45686848,9.144124553,7.469176055,8.063948768,6.387812347,7.158119797,7.749987928,8.202038387,9.072811426,10.32083334,9.164074183,27.45686848,27.45686848,6.557785494,7.805887167,7.704036312,27.45686848,27.45686848,27.45686848,10.26631433,27.45686848,8.675289873,27.45686848,27.45686848,27.45686848,27.45686848,336,corn,b,5,nitrogen,3
56f,7.534428001,25.27423422,25.27423422,25.27423422,4.681601435,7.699725589,25.27423422,5.031808084,5.038077648,6.282885269,4.541996837,4.55540195,5.56842633,6.174463492,4.710378668,7.501057057,6.652338659,25.27423422,25.27423422,6.045074801,25.27423422,5.130213005,6.833527994,4.998168467,4.212304371,6.124554475,5.708207072,25.27423422,25.27423422,25.27423422,8.219706544,5.444224208,25.27423422,7.115116737,8.144248267,25.27423422,25.27423422,25.27423422,4.446953931,25.27423422,25.27423422,25.27423422,5.383829663,25.27423422,25.27423422,25.27423422,7.450084116,25.27423422,25.27423422,25.27423422,4.646067411,4.737000491,25.27423422,6.990400618,8.093985459,25.27423422,4.86765506,6.553315077,6.816747357,25.27423422,25.27423422,25.27423422,7.981046946,25.27423422,5.736713385,5.508687797,7.950211534,6.903906899,25.27423422,25.27423422,25.27423422,25.27423422,25.27423422,25.27423422,25.27423422,25.27423422,25.27423422,25.27423422,336,mxg,f,87,carbon,3
55b,8.312743085,7.887241111,6.587372409,8.813005928,5.140623155,27.25989353,27.25989353,5.190471619,5.077630108,6.591650958,5.212428175,4.558865334,6.173358298,6.022017801,5.066842049,5.360844671,6.595476584,7.124798993,27.25989353,6.309680269,27.25989353,5.412735645,7.42660504,5.890098134,4.404100182,7.400665617,7.719739828,27.25989353,7.979444697,27.25989353,8.273965113,5.792481935,10.25046833,8.428986389,7.356009924,6.257086545,9.09510527,27.25989353,4.795615079,27.25989353,27.25989353,27.25989353,5.940980755,7.173174906,27.25989353,9.383560838,8.026051248,27.25989353,9.607189885,27.25989353,5.497360131,5.147883046,8.169314121,7.21346489,7.327197264,6.766059824,4.79041391,6.301170973,6.404768993,7.068544485,8.036215426,8.123459027,7.599178661,27.25989353,9.369693629,5.259058993,6.982052161,7.138802092,27.25989353,27.25989353,8.352791325,9.397807877,27.25989353,6.52973962,27.25989353,27.25989353,27.25989353,27.25989353,336,mxg,b,5,control,3
38f,8.234919365,7.690901549,6.621110557,27.57381502,5.979656155,27.57381502,27.57381502,6.929406668,5.843159982,7.195865177,5.780672697,6.108885656,7.882433335,7.163274378,5.571644669,5.924641662,7.145939692,8.280059504,27.57381502,6.612668726,27.57381502,5.901336964,7.297646209,7.192781253,5.660390027,7.955064521,7.584532895,27.57381502,8.958899553,27.57381502,8.944258625,7.118864349,9.868507261,8.198472983,8.250301429,6.992523178,8.677258032,9.406220737,6.380428953,27.57381502,27.57381502,27.57381502,6.483664321,7.532045708,27.57381502,27.57381502,8.562950539,27.57381502,27.57381502,27.57381502,6.12406856,5.979372031,10.12049441,8.597186404,7.153855006,8.366744644,6.407568213,6.470373429,6.726871714,7.668360874,8.355719633,9.559117583,7.814904201,27.57381502,9.073142669,6.773705555,7.108666341,7.164395356,27.57381502,27.57381502,27.57381502,27.57381502,27.57381502,6.80582274,27.57381502,27.57381502,27.57381502,27.57381502,336,mxg,f,87,carbon,1
30b,27.31156351,9.838267968,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,8.341082129,27.31156351,9.212198303,5.916916146,10.23518588,10.28523725,9.896088297,8.502124261,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,9.86991154,9.94960088,27.31156351,27.31156351,27.31156351,27.31156351,10.04216167,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,9.035647249,10.13321053,27.31156351,27.31156351,6.267112628,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,10.26299163,27.31156351,27.31156351,27.31156351,9.481226164,9.476446054,27.31156351,27.31156351,27.31156351,9.679368279,9.36598909,27.31156351,9.03594189,27.31156351,27.31156351,27.31156351,10.30179717,27.31156351,27.31156351,9.366297615,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,27.31156351,0,corn,b,5,nitrogen,3
